origin_code,origin_name,origin_coords,origin_location,origin_lat,origin_lon,dest_code,dest_name,dest_coords,dest_location,route,route_locations,distance_mi,co2e_kg,co2e_kg_round,co2e_lb
GPK,"East Glacier Park, MT","(48.442224, -113.2194321)","East Glacier Park, Montana",48.442224,-113.2194321,ESM,"Essex, MT","(48.2786623, -113.611914)","Essex, Montana","Empire Builder - Chicago - Portland, OR","Empire Builder - Chicago - Portland, OR: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Pasco, WA; Wishram, WA; Bingen-White Salmon, WA; Vancouver, WA; Portland, OR",28.908017402113114,5.26704077066501,5,11
ESM,"Essex, MT","(48.2786623, -113.611914)","Essex, Montana",48.2786623,-113.611914,WGL,"West Glacier, MT","(48.49608019999999, -113.9794009)","West Glacier, Montana","Empire Builder - Chicago - Portland, OR","Empire Builder - Chicago - Portland, OR: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Pasco, WA; Wishram, WA; Bingen-White Salmon, WA; Vancouver, WA; Portland, OR",26.896208825357366,4.900489247980113,4,10
WGL,"West Glacier, MT","(48.49608019999999, -113.9794009)","West Glacier, Montana",48.49608019999999,-113.9794009,WFH,"Whitefish, MT","(48.4135492, -114.3355077)","Whitefish, Montana","Empire Builder - Chicago - Portland, OR","Empire Builder - Chicago - Portland, OR: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Pasco, WA; Wishram, WA; Bingen-White Salmon, WA; Vancouver, WA; Portland, OR",26.23119950279677,4.779324549409571,4,10
WFH,"Whitefish, MT","(48.4135492, -114.3355077)","Whitefish, Montana",48.4135492,-114.3355077,LIB,"Libby, MT","(48.3949386, -115.548857)","Libby, Montana","Empire Builder - Chicago - Portland, OR","Empire Builder - Chicago - Portland, OR: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Pasco, WA; Wishram, WA; Bingen-White Salmon, WA; Vancouver, WA; Portland, OR",103.27905531385954,18.81744387818521,18,41
LIB,"Libby, MT","(48.3949386, -115.548857)","Libby, Montana",48.3949386,-115.548857,SPT,"Sandpoint, ID","(48.2764294, -116.5456352)","Sandpoint, Idaho","Empire Builder - Chicago - Portland, OR","Empire Builder - Chicago - Portland, OR: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Pasco, WA; Wishram, WA; Bingen-White Salmon, WA; Vancouver, WA; Portland, OR",83.74456183965195,15.258259167184585,15,33
SPT,"Sandpoint, ID","(48.2764294, -116.5456352)","Sandpoint, Idaho",48.2764294,-116.5456352,SPK,"Spokane, WA","(47.656366, -117.4154455)","Spokane, Washington","Empire Builder - Chicago - Portland, OR","Empire Builder - Chicago - Portland, OR: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Pasco, WA; Wishram, WA; Bingen-White Salmon, WA; Vancouver, WA; Portland, OR",71.16594157862026,12.966434555624613,12,28
SPK,"Spokane, WA","(47.656366, -117.4154455)","Spokane, Washington",47.656366,-117.4154455,PSC,"Pasco, WA","(46.2369156, -119.0875201)","Pasco, Washington","Empire Builder - Chicago - Portland, OR","Empire Builder - Chicago - Portland, OR: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Pasco, WA; Wishram, WA; Bingen-White Salmon, WA; Vancouver, WA; Portland, OR",136.13548788067123,24.8038858918583,24,54
PSC,"Pasco, WA","(46.2369156, -119.0875201)","Pasco, Washington",46.2369156,-119.0875201,WIH,"Wishram, WA","(45.6575459, -120.9666805)","Wishram, Washington","Empire Builder - Chicago - Portland, OR","Empire Builder - Chicago - Portland, OR: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Pasco, WA; Wishram, WA; Bingen-White Salmon, WA; Vancouver, WA; Portland, OR",115.41205717837165,21.02807681789931,21,46
WIH,"Wishram, WA","(45.6575459, -120.9666805)","Wishram, Washington",45.6575459,-120.9666805,BNG,"Bingen-White Salmon, WA","(45.7160159, -121.4696811)","Bingen, Washington","Empire Builder - Chicago - Portland, OR","Empire Builder - Chicago - Portland, OR: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Pasco, WA; Wishram, WA; Bingen-White Salmon, WA; Vancouver, WA; Portland, OR",29.60969546302051,5.394886513362337,5,11
BNG,"Bingen-White Salmon, WA","(45.7160159, -121.4696811)","Bingen, Washington",45.7160159,-121.4696811,VAN,"Vancouver, WA","(45.6288834, -122.6855177)","Vancouver, Washington","Empire Builder - Chicago - Portland, OR","Empire Builder - Chicago - Portland, OR: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Pasco, WA; Wishram, WA; Bingen-White Salmon, WA; Vancouver, WA; Portland, OR",69.42573026724673,12.649368054692355,12,27
VAN,"Vancouver, WA","(45.6288834, -122.6855177)","Vancouver, Washington",45.6288834,-122.6855177,PDX,"Portland, OR","(45.5290803, -122.6767757)","Portland, Oregon","Empire Builder - Chicago - Portland, OR","Empire Builder - Chicago - Portland, OR: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Pasco, WA; Wishram, WA; Bingen-White Salmon, WA; Vancouver, WA; Portland, OR",8.275326289620882,1.5077644499689247,1,3
PDX,"Portland, OR","(45.5290803, -122.6767757)","Portland, Oregon",45.5290803,-122.6767757,PDX,"Portland, OR","(45.5290803, -122.6767757)","Portland, Oregon","Empire Builder - Chicago - Portland, OR","Empire Builder - Chicago - Portland, OR: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Pasco, WA; Wishram, WA; Bingen-White Salmon, WA; Vancouver, WA; Portland, OR",0.0,0.0,0,0
CHI,"Chicago, IL","(41.8786625, -87.6403072)","Chicago, Illinois",41.8786625,-87.6403072,CHI,"Chicago, IL","(41.8786625, -87.6403072)","Chicago, Illinois",Empire Builder - Chicago - Seattle,"Empire Builder - Chicago - Seattle: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Ephrata, WA; Wenatchee, WA; Leavenworth, WA; Everett, WA; Edmonds, WA; Seattle, WA",0.0,0.0,0,0
CHI,"Chicago, IL","(41.8786625, -87.6403072)","Chicago, Illinois",41.8786625,-87.6403072,GLN,"Glenview, IL","(42.0747612, -87.805821)","Glenview, Illinois",Empire Builder - Chicago - Seattle,"Empire Builder - Chicago - Seattle: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Ephrata, WA; Wenatchee, WA; Leavenworth, WA; Everett, WA; Edmonds, WA; Seattle, WA",19.208825357364823,3.4998479801118707,3,7
GLN,"Glenview, IL","(42.0747612, -87.805821)","Glenview, Illinois",42.0747612,-87.805821,MKE,"Milwaukee-Downtown, WI","(43.0343723, -87.91731519999999)","Milwaukee, Wisconsin",Empire Builder - Chicago - Seattle,"Empire Builder - Chicago - Seattle: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Ephrata, WA; Wenatchee, WA; Leavenworth, WA; Everett, WA; Edmonds, WA; Seattle, WA",73.11808576755749,13.322115226848975,13,29
MKE,"Milwaukee-Downtown, WI","(43.0343723, -87.91731519999999)","Milwaukee, Wisconsin",43.0343723,-87.91731519999999,CBS,"Columbus, WI","(43.3407013, -89.0125743)","Columbus, Wisconsin",Empire Builder - Chicago - Seattle,"Empire Builder - Chicago - Seattle: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Ephrata, WA; Wenatchee, WA; Leavenworth, WA; Everett, WA; Edmonds, WA; Seattle, WA",77.11559975139838,14.050462274704785,14,30
CBS,"Columbus, WI","(43.3407013, -89.0125743)","Columbus, Wisconsin",43.3407013,-89.0125743,POG,"Portage, WI","(43.547028, -89.4672387)","Portage, Wisconsin",Empire Builder - Chicago - Seattle,"Empire Builder - Chicago - Seattle: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Ephrata, WA; Wenatchee, WA; Leavenworth, WA; Everett, WA; Edmonds, WA; Seattle, WA",29.30391547545059,5.339173399627097,5,11
POG,"Portage, WI","(43.547028, -89.4672387)","Portage, Wisconsin",43.547028,-89.4672387,WDL,"Wisconsin Dells, WI","(43.6266116, -89.7775673)","Wisconsin Dells, Wisconsin",Empire Builder - Chicago - Seattle,"Empire Builder - Chicago - Seattle: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Ephrata, WA; Wenatchee, WA; Leavenworth, WA; Everett, WA; Edmonds, WA; Seattle, WA",18.172156619018022,3.310966935985084,3,7
WDL,"Wisconsin Dells, WI","(43.6266116, -89.7775673)","Wisconsin Dells, Wisconsin",43.6266116,-89.7775673,TOH,"Tomah, WI","(43.9854211, -90.5046869)","Tomah, Wisconsin",Empire Builder - Chicago - Seattle,"Empire Builder - Chicago - Seattle: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Ephrata, WA; Wenatchee, WA; Leavenworth, WA; Everett, WA; Edmonds, WA; Seattle, WA",47.54008701056557,8.661803853325047,8,19
TOH,"Tomah, WI","(43.9854211, -90.5046869)","Tomah, Wisconsin",43.9854211,-90.5046869,LSE,"La Crosse, WI","(43.8334087, -91.2469548)","La Crosse, Wisconsin",Empire Builder - Chicago - Seattle,"Empire Builder - Chicago - Seattle: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Ephrata, WA; Wenatchee, WA; Leavenworth, WA; Everett, WA; Edmonds, WA; Seattle, WA",42.841516469857055,7.805724300807955,7,17
LSE,"La Crosse, WI","(43.8334087, -91.2469548)","La Crosse, Wisconsin",43.8334087,-91.2469548,WIN,"Winona, MN","(44.0442868, -91.6400596)","Winona, Minnesota",Empire Builder - Chicago - Seattle,"Empire Builder - Chicago - Seattle: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Ephrata, WA; Wenatchee, WA; Leavenworth, WA; Everett, WA; Edmonds, WA; Seattle, WA",29.517712865133625,5.378127284027347,5,11
WIN,"Winona, MN","(44.0442868, -91.6400596)","Winona, Minnesota",44.0442868,-91.6400596,RDW,"Red Wing, MN","(44.5663303, -92.5370877)","Red Wing, Minnesota",Empire Builder - Chicago - Seattle,"Empire Builder - Chicago - Seattle: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Ephrata, WA; Wenatchee, WA; Leavenworth, WA; Everett, WA; Edmonds, WA; Seattle, WA",63.379117464263516,11.547675201988813,11,25
RDW,"Red Wing, MN","(44.5663303, -92.5370877)","Red Wing, Minnesota",44.5663303,-92.5370877,MSP,"St. Paul-Minneapolis, MN","(44.9476717, -93.08518389999999)","St. Paul, Minnesota",Empire Builder - Chicago - Seattle,"Empire Builder - Chicago - Seattle: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Ephrata, WA; Wenatchee, WA; Leavenworth, WA; Everett, WA; Edmonds, WA; Seattle, WA",44.34244872591672,8.079194157862027,8,17
MSP,"St. Paul-Minneapolis, MN","(44.9476717, -93.08518389999999)","St. Paul, Minnesota",44.9476717,-93.08518389999999,SCD,"St. Cloud, MN","(45.567895, -94.1490011)","St. Cloud, Minnesota",Empire Builder - Chicago - Seattle,"Empire Builder - Chicago - Seattle: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Ephrata, WA; Wenatchee, WA; Leavenworth, WA; Everett, WA; Edmonds, WA; Seattle, WA",74.85456805469235,13.638502299564946,13,30
SCD,"St. Cloud, MN","(45.567895, -94.1490011)","St. Cloud, Minnesota",45.567895,-94.1490011,SPL,"Staples, MN","(46.3545976, -94.7949787)","Staples, Minnesota",Empire Builder - Chicago - Seattle,"Empire Builder - Chicago - Seattle: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Ephrata, WA; Wenatchee, WA; Leavenworth, WA; Everett, WA; Edmonds, WA; Seattle, WA",71.95276569297701,13.10979390926041,13,28
SPL,"Staples, MN","(46.3545976, -94.7949787)","Staples, Minnesota",46.3545976,-94.7949787,DLK,"Detroit Lakes, MN","(46.8171808, -95.8453253)","Detroit Lakes, Minnesota",Empire Builder - Chicago - Seattle,"Empire Builder - Chicago - Seattle: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Ephrata, WA; Wenatchee, WA; Leavenworth, WA; Everett, WA; Edmonds, WA; Seattle, WA",63.13238036047235,11.502719701678062,11,25
DLK,"Detroit Lakes, MN","(46.8171808, -95.8453253)","Detroit Lakes, Minnesota",46.8171808,-95.8453253,FAR,"Fargo, ND","(46.8809716, -96.785096)","Fargo, North Dakota",Empire Builder - Chicago - Seattle,"Empire Builder - Chicago - Seattle: Chicago, IL; Glenview, IL; Milwaukee-Downtown, WI; Columbus, WI; Portage, WI; Wisconsin Dells, WI; Tomah, WI; La Crosse, WI; Winona, MN; Red Wing, MN; St. Paul-Minneapolis, MN; St. Cloud, MN; Staples, MN; Detroit Lakes, MN; Fargo, ND; Grand Forks, ND; Devils Lake, ND; Rugby, ND; Minot, ND; Stanley, ND; Williston, ND; Wolf Point, MT; Glasgow, MT; Malta, MT; Havre, MT; Shelby, MT; Cut Bank, MT; Browning, MT; East Glacier Park, MT; Essex, MT; West Glacier, MT; Whitefish, MT; Libby, MT; Sandpoint, ID; Spokane, WA; Ephrata, WA; Wenatchee, WA; Leavenworth, WA; Everett, WA; Edmonds, WA; Seattle, WA",45.73213175885643,8.332394406463642,8,18
